N_GC_N  -5.52423  11.5060  2.84070  2.57214  0.626996  0.116009  0.0369856  0.116009  0.245205  0.098400  0.0369856  0.098400  0.340029  9.73771  1.76487
N_CG_N  -5.52839  11.4688  2.81955  2.79627  0.598729  0.103700  0.0681198  0.103700  0.242003  0.102878  0.0681198  0.102878  0.356076  9.60604  1.76227
N_UA_N  -4.30476  11.2893  2.20225  2.70787  0.373427  0.005898 -0.0506656  0.005898  0.210617  0.013159 -0.0506656  0.013159  0.180048  9.89786  2.08054
N_AU_N  -4.82576  11.4410  2.49153  2.83850  0.611212  0.110033  0.0875621  0.110033  0.254455  0.096197  0.0875621  0.096197  0.319722  9.39714  1.77128
N_GU_N  -3.83577  11.7864  2.72254  0.42223  0.812690  0.152162 -0.0059159  0.152162  0.372203  0.082013 -0.0059159  0.082013  0.380919  7.72960  1.50756
N_UG_N  -3.73225  10.4466  2.44810  4.85876  0.697934  0.119751  0.1447870  0.119751  0.265654  0.112316  0.1447870  0.112316  0.596817  8.55885  1.54906
