    4     3   1.000000 0.000000 0.000000  A -1.577445
    5     2   1.000000 0.153993 0.000000  A -0.805137
    7     6   1.000000 0.153993 0.000000  A -2.064191
    9     8   1.000000 -0.169755 -0.000000  A -2.412220
   10     1   1.000000 0.135613 -0.000000  A -3.650764
